ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
Dell OptiPlex 7090,85.03,71.5,92.17,11.93,70.43,2297,Overheating
Dell Precision 3650,75.0,36.42,46.63,11.88,44.02,2125,No Problem
HP EliteDesk 800 G6,79.96,41.8,53.08,11.53,85.51,2743,Disk Failure
HP Z2 G8,69.1,69.04,97.95,12.62,79.49,1903,Overheating
HP EliteDesk 800 G6,48.48,57.04,68.8,11.85,96.11,1058,Disk Failure
HP Z2 G8,53.72,78.0,56.23,12.01,27.65,1424,No Problem
HP Z2 G8,51.34,100.0,58.84,12.3,46.27,3122,Memory Leak
HP Z2 G8,30.62,25.76,64.03,12.08,62.48,1940,No Problem
Dell Precision 3650,63.1,26.93,49.86,14.68,22.03,1339,Power Issue
Dell Precision 3650,43.86,54.77,42.14,11.72,32.55,1921,No Problem
Dell OptiPlex 7090,16.66,33.06,36.91,12.05,30.0,2757,No Problem
Dell Precision 3650,47.24,85.57,50.98,11.33,78.43,2780,Disk Failure
HP EliteDesk 800 G6,73.97,48.66,61.65,12.12,39.96,3235,No Problem
Lenovo ThinkCentre M90q,36.04,31.32,59.74,12.05,37.61,1242,No Problem
Dell OptiPlex 7090,80.43,61.4,58.5,11.64,94.77,3739,Disk Failure
Lenovo ThinkCentre M90q,53.99,23.97,59.87,9.93,76.88,1915,Power Issue
Dell Precision 3650,73.49,90.89,67.78,12.04,98.0,3345,Memory Leak
Dell Precision 3650,49.6,45.71,91.38,12.69,40.02,2089,Overheating
HP EliteDesk 800 G6,55.53,46.99,62.12,12.54,95.12,3112,Disk Failure
Dell OptiPlex 7090,73.21,75.89,70.12,12.66,53.93,3093,Power Issue
HP Z2 G8,58.2,88.77,74.1,12.13,50.95,4020,Memory Leak
HP EliteDesk 800 G6,28.14,50.74,52.04,12.79,64.09,2045,Power Issue
HP EliteDesk 800 G6,17.35,21.03,29.25,11.98,46.49,1677,No Problem
HP EliteDesk 800 G6,61.49,81.83,98.27,12.11,60.51,5070,Overheating
Dell OptiPlex 7090,37.78,51.25,29.92,12.42,55.52,1937,No Problem
HP Z2 G8,86.18,79.29,72.0,11.67,12.08,2194,Overheating
Lenovo ThinkCentre M90q,38.08,84.67,63.58,12.22,22.99,1676,Memory Leak
Dell OptiPlex 7090,48.3,39.37,50.74,9.43,54.9,4292,Power Issue
Lenovo ThinkCentre M90q,34.59,60.68,64.77,12.4,70.72,2391,Disk Failure
HP EliteDesk 800 G6,85.2,62.09,72.0,12.31,32.25,4551,Overheating
Lenovo ThinkCentre M90q,24.04,21.16,67.94,15.73,83.83,2430,Power Issue
Lenovo ThinkCentre M90q,68.34,74.83,85.5,12.71,32.15,4083,Overheating
HP Z2 G8,15.77,54.47,63.05,12.03,82.51,2399,Disk Failure
HP Z2 G8,70.48,99.63,67.04,12.04,33.6,3771,Memory Leak
Dell Precision 3650,67.42,40.26,62.49,11.51,83.85,2475,Disk Failure
HP Z2 G8,63.63,70.1,53.03,11.97,87.85,2815,Disk Failure
Lenovo ThinkCentre M90q,27.75,57.26,68.25,14.3,58.21,3267,Power Issue
HP Z2 G8,11.99,25.74,31.32,12.11,28.98,2636,No Problem
Dell Precision 3650,70.25,88.74,79.18,11.77,41.0,2945,Memory Leak
HP Z2 G8,19.79,36.3,50.16,12.1,44.4,1752,No Problem
Lenovo ThinkCentre M90q,87.95,68.39,96.12,12.02,67.54,3638,Overheating
Lenovo ThinkCentre M90q,47.57,95.29,86.92,12.0,59.37,2666,Memory Leak
Dell Precision 3650,54.76,30.9,37.14,8.51,57.96,2785,Power Issue
HP EliteDesk 800 G6,21.68,46.74,26.0,11.8,77.08,2876,No Problem
HP Z2 G8,60.49,89.03,75.96,11.5,98.0,3403,Memory Leak
HP Z2 G8,75.02,97.41,68.62,11.63,19.48,3453,Memory Leak
Dell Precision 3650,42.73,58.95,47.56,12.06,35.21,1743,No Problem
Dell Precision 3650,57.8,90.05,60.44,12.0,73.47,2116,Memory Leak
Lenovo ThinkCentre M90q,60.02,96.69,78.27,12.08,56.22,3959,Memory Leak
Lenovo ThinkCentre M90q,37.51,24.61,38.37,11.4,78.45,3178,Disk Failure
Dell Precision 3650,58.74,95.77,66.02,11.98,40.8,2465,Memory Leak
Dell OptiPlex 7090,65.15,79.37,81.26,12.59,35.77,3095,Overheating
HP Z2 G8,19.85,73.51,44.0,11.82,79.61,1524,Disk Failure
HP Z2 G8,42.2,46.18,71.66,14.69,62.07,1996,Power Issue
HP EliteDesk 800 G6,52.67,65.66,100.04,13.0,15.62,3932,Overheating
HP EliteDesk 800 G6,47.7,34.65,52.5,12.06,56.19,2844,No Problem
Dell Precision 3650,41.82,55.41,54.37,11.75,49.99,2680,No Problem
Lenovo ThinkCentre M90q,23.85,21.87,38.98,11.95,65.15,2430,No Problem
Lenovo ThinkCentre M90q,12.85,36.66,50.32,11.55,82.0,2302,No Problem
Dell OptiPlex 7090,5.0,34.64,66.4,12.06,92.04,2500,Disk Failure
HP EliteDesk 800 G6,5.0,47.87,30.97,11.92,37.32,1968,No Problem
HP EliteDesk 800 G6,73.39,54.15,94.48,12.29,64.2,6157,Overheating
Dell OptiPlex 7090,60.98,45.26,45.22,12.24,49.71,1581,No Problem
Dell Precision 3650,78.25,37.03,61.7,14.36,54.13,2217,Power Issue
Lenovo ThinkCentre M90q,68.0,90.72,70.51,12.18,17.59,3044,Memory Leak
HP EliteDesk 800 G6,66.77,36.69,59.65,14.09,41.22,2915,Power Issue
Dell Precision 3650,71.28,88.69,48.38,12.06,37.8,4755,Memory Leak
Dell Precision 3650,30.35,69.62,58.09,12.48,96.56,2629,Disk Failure
Dell Precision 3650,21.68,39.51,49.45,11.99,46.82,1896,No Problem
Dell OptiPlex 7090,59.06,40.45,50.33,12.36,45.77,1826,No Problem
Dell OptiPlex 7090,76.79,55.53,86.81,12.4,83.07,6567,Overheating
Dell OptiPlex 7090,62.77,75.56,80.8,11.65,28.32,5260,Overheating
Dell OptiPlex 7090,47.63,42.95,35.16,11.7,73.67,1347,No Problem
HP Z2 G8,32.14,63.57,43.51,12.19,67.64,2335,No Problem
Dell Precision 3650,61.55,92.16,57.87,11.39,63.06,3021,Memory Leak
Lenovo ThinkCentre M90q,56.15,46.55,68.46,10.38,23.25,2234,Power Issue
Dell Precision 3650,100.0,65.78,88.74,12.37,62.41,811,Overheating
HP EliteDesk 800 G6,57.47,72.79,93.26,11.94,56.34,417,Overheating
HP Z2 G8,57.12,80.94,56.32,12.17,54.19,1752,Disk Failure
Dell Precision 3650,53.15,86.53,45.92,11.84,72.95,3132,Memory Leak
Lenovo ThinkCentre M90q,61.51,48.11,95.08,12.32,82.53,6012,Overheating
HP Z2 G8,57.23,7.53,78.24,9.46,32.78,1788,Power Issue
HP Z2 G8,33.24,38.62,50.05,12.01,50.23,2714,No Problem
Dell Precision 3650,44.98,34.76,49.43,11.66,44.96,2823,No Problem
HP Z2 G8,60.01,8.0,54.69,11.69,92.31,2361,Disk Failure
HP EliteDesk 800 G6,57.48,47.48,49.98,11.88,40.68,1875,No Problem
Dell Precision 3650,50.02,96.26,52.05,11.72,52.65,2305,Memory Leak
Dell Precision 3650,77.2,52.47,90.48,11.97,80.78,3813,Overheating
HP Z2 G8,72.29,65.73,57.93,11.84,85.55,2726,Disk Failure
Dell OptiPlex 7090,100.0,94.23,95.0,11.8,54.59,3146,Memory Leak
Dell Precision 3650,52.33,69.56,69.69,12.37,63.89,2738,No Problem
HP Z2 G8,68.4,23.99,70.5,12.09,78.17,3577,Power Issue
Lenovo ThinkCentre M90q,97.68,35.24,72.0,11.69,52.56,6038,Overheating
HP EliteDesk 800 G6,88.76,41.73,86.72,12.14,98.0,5383,Overheating
Dell Precision 3650,58.02,50.63,56.23,13.99,53.6,361,Power Issue
Dell Precision 3650,80.64,100.0,69.11,11.94,53.06,1934,Memory Leak
Lenovo ThinkCentre M90q,83.9,60.88,81.17,14.58,51.62,2029,Power Issue
HP Z2 G8,41.21,40.6,43.79,11.63,41.61,2529,No Problem
Lenovo ThinkCentre M90q,40.24,18.0,35.08,12.01,51.58,1407,No Problem
Dell Precision 3650,30.55,46.67,62.69,11.88,51.59,1959,No Problem
Lenovo ThinkCentre M90q,73.62,51.32,88.27,11.92,25.52,1764,Overheating
Lenovo ThinkCentre M90q,51.45,83.37,63.64,12.02,22.08,3804,Memory Leak
HP Z2 G8,33.84,56.82,63.3,12.43,57.55,1673,Power Issue
HP EliteDesk 800 G6,67.78,39.23,43.21,12.13,60.83,3498,Disk Failure
HP Z2 G8,53.34,60.6,116.27,12.08,86.36,4537,Overheating
Dell OptiPlex 7090,78.54,26.38,66.67,12.04,91.6,2141,Disk Failure
Dell Precision 3650,38.59,39.59,47.73,10.21,36.86,2219,Power Issue
Dell Precision 3650,38.72,73.57,69.55,13.1,56.59,2219,Power Issue
Lenovo ThinkCentre M90q,44.49,16.56,25.0,11.89,39.92,2235,Power Issue
HP Z2 G8,65.82,51.34,78.39,12.11,37.28,6332,Overheating
Dell Precision 3650,63.87,48.19,61.4,14.54,28.91,3262,Power Issue
HP Z2 G8,80.15,70.71,83.56,11.63,52.07,3915,Overheating
HP Z2 G8,5.0,10.54,56.62,12.27,44.24,2366,No Problem
Dell Precision 3650,50.96,58.57,64.77,11.53,8.43,1847,No Problem
HP EliteDesk 800 G6,32.55,70.13,75.71,7.35,31.23,3722,Power Issue
HP EliteDesk 800 G6,26.61,53.34,63.98,12.3,61.29,2078,No Problem
HP Z2 G8,29.41,45.92,70.03,12.16,93.44,2807,Disk Failure
Dell Precision 3650,52.51,29.67,42.18,11.17,63.98,2536,Power Issue
Dell OptiPlex 7090,22.05,12.95,44.72,12.1,66.77,2047,No Problem
HP Z2 G8,40.82,47.49,42.19,12.15,13.08,2482,No Problem
HP Z2 G8,76.06,69.75,79.66,11.26,55.37,5590,Overheating
Dell OptiPlex 7090,51.28,55.06,43.07,12.1,59.68,2488,No Problem
HP Z2 G8,34.44,64.46,53.95,15.24,49.25,2538,Power Issue
HP EliteDesk 800 G6,59.24,100.0,80.83,11.89,48.18,2511,Memory Leak
HP Z2 G8,40.36,24.78,41.01,9.23,35.0,1320,Power Issue
HP Z2 G8,16.75,28.58,62.88,12.02,46.52,2152,No Problem
HP EliteDesk 800 G6,88.52,91.52,58.89,11.58,76.3,1696,Memory Leak
Lenovo ThinkCentre M90q,58.6,42.18,43.01,12.28,47.28,2008,No Problem
Lenovo ThinkCentre M90q,27.77,48.86,57.85,8.79,60.83,2468,Power Issue
Dell OptiPlex 7090,44.58,44.98,62.44,15.41,42.58,4557,Power Issue
Lenovo ThinkCentre M90q,28.63,39.89,54.98,12.14,10.62,1587,No Problem
HP EliteDesk 800 G6,37.67,58.8,55.3,11.82,97.22,1928,Disk Failure
Lenovo ThinkCentre M90q,46.49,84.37,49.12,12.28,55.16,2876,Memory Leak
Dell Precision 3650,65.63,71.19,72.0,11.67,63.98,4831,Overheating
Dell OptiPlex 7090,100.0,86.87,79.91,11.92,53.03,2966,Memory Leak
Dell OptiPlex 7090,39.32,27.11,66.66,14.93,72.0,3670,Power Issue
Dell OptiPlex 7090,33.59,59.82,39.99,12.37,30.49,2491,No Problem
Dell OptiPlex 7090,20.55,28.1,67.0,12.0,47.62,2107,No Problem
HP Z2 G8,65.82,42.71,62.35,11.85,97.65,2865,Disk Failure
Dell OptiPlex 7090,41.52,45.41,41.48,12.02,90.44,1738,Disk Failure
Lenovo ThinkCentre M90q,29.1,91.5,63.38,12.23,39.2,4410,Memory Leak
Dell OptiPlex 7090,46.26,10.25,35.5,12.16,45.21,1736,No Problem
HP Z2 G8,44.32,38.41,75.54,11.2,90.89,1490,Disk Failure
Dell Precision 3650,68.61,89.4,62.35,12.36,76.8,4397,Memory Leak
Lenovo ThinkCentre M90q,69.99,71.07,97.8,12.57,46.71,1358,Overheating
Dell Precision 3650,22.02,30.95,86.5,13.2,39.89,3187,Power Issue
HP Z2 G8,73.87,40.91,38.65,14.71,49.38,3437,Power Issue
HP Z2 G8,95.0,46.03,48.68,11.89,100.0,2125,Disk Failure
Dell Precision 3650,51.49,51.36,59.05,12.1,96.23,3193,Disk Failure
Dell OptiPlex 7090,73.22,32.46,93.02,12.17,35.04,3656,Overheating
HP EliteDesk 800 G6,58.71,86.7,67.9,12.12,64.76,3566,Memory Leak
HP EliteDesk 800 G6,60.61,52.8,71.38,9.79,55.57,2391,Power Issue
HP Z2 G8,48.65,100.0,68.07,11.48,5.64,2656,Memory Leak
Lenovo ThinkCentre M90q,59.33,100.0,100.56,12.15,37.15,1428,Overheating
HP EliteDesk 800 G6,74.62,67.72,84.18,12.47,40.75,1719,Overheating
Lenovo ThinkCentre M90q,32.87,52.35,48.43,11.83,42.18,2368,No Problem
Dell OptiPlex 7090,27.0,37.95,57.06,12.05,42.21,2450,No Problem
Dell OptiPlex 7090,73.56,100.0,65.93,12.21,48.76,4004,Memory Leak
Dell Precision 3650,35.33,27.11,63.59,12.61,44.9,3678,Power Issue
Dell Precision 3650,5.0,47.48,66.48,11.49,27.54,1730,No Problem
Dell OptiPlex 7090,78.84,100.0,74.03,11.93,98.0,2054,Memory Leak
HP EliteDesk 800 G6,4.9,44.92,38.0,13.08,20.76,1848,Power Issue
Lenovo ThinkCentre M90q,56.95,43.79,94.31,12.72,45.44,1098,Overheating
Lenovo ThinkCentre M90q,20.28,44.62,45.91,14.61,46.65,2981,Power Issue
HP EliteDesk 800 G6,68.62,62.74,90.79,12.17,63.45,4770,Overheating
HP Z2 G8,30.56,37.6,48.31,11.45,100.0,2356,Disk Failure
HP EliteDesk 800 G6,30.07,47.69,54.03,11.9,37.18,1758,No Problem
HP Z2 G8,47.72,8.0,59.55,11.87,92.48,2742,Disk Failure
HP EliteDesk 800 G6,71.54,62.49,105.41,12.11,51.31,1165,Overheating
Lenovo ThinkCentre M90q,51.74,34.21,78.34,8.52,49.65,2466,Power Issue
Dell Precision 3650,54.92,49.94,55.96,12.26,33.62,3024,No Problem
HP Z2 G8,21.7,45.65,82.0,11.94,50.95,2239,Disk Failure
HP EliteDesk 800 G6,18.24,41.47,55.91,11.82,32.35,2213,No Problem
HP Z2 G8,41.59,60.67,57.99,11.73,16.04,2430,No Problem
HP Z2 G8,44.93,42.88,54.84,12.04,87.42,2240,Disk Failure
HP EliteDesk 800 G6,22.9,43.53,42.58,12.12,11.58,2329,No Problem
Dell OptiPlex 7090,60.15,100.0,72.82,11.82,41.12,2834,Memory Leak
Dell OptiPlex 7090,45.48,13.94,64.29,11.42,81.37,2206,Power Issue
Dell OptiPlex 7090,69.77,49.65,47.64,12.01,82.34,2906,Disk Failure
HP EliteDesk 800 G6,49.66,38.49,65.89,15.63,63.33,1880,Power Issue
Lenovo ThinkCentre M90q,20.32,67.15,71.04,9.77,46.39,2720,Power Issue
Lenovo ThinkCentre M90q,19.89,29.91,62.24,11.9,46.56,3537,Disk Failure
Dell OptiPlex 7090,37.38,30.04,51.93,11.48,99.83,2633,Disk Failure
Lenovo ThinkCentre M90q,34.52,33.89,53.9,15.07,56.03,2046,Power Issue
Lenovo ThinkCentre M90q,64.74,85.79,78.99,12.37,46.65,1960,Memory Leak
Dell OptiPlex 7090,29.48,42.17,55.74,11.81,26.34,2376,No Problem
HP EliteDesk 800 G6,39.71,64.98,43.72,12.18,21.97,1560,No Problem
Dell OptiPlex 7090,80.21,100.0,60.56,11.8,43.95,1737,Memory Leak
HP EliteDesk 800 G6,93.96,83.72,89.55,12.49,65.18,2119,Overheating
Dell OptiPlex 7090,7.53,53.5,50.58,12.08,42.8,1655,No Problem
Lenovo ThinkCentre M90q,80.41,59.67,116.84,12.0,61.21,3852,Overheating
Dell OptiPlex 7090,78.74,100.0,75.35,12.64,47.59,3843,Memory Leak
Dell OptiPlex 7090,59.16,28.59,38.24,12.02,46.62,2501,No Problem
HP Z2 G8,67.31,44.5,53.76,11.24,12.5,2095,Power Issue
Dell OptiPlex 7090,84.53,82.1,59.17,14.92,38.65,2506,Power Issue
HP EliteDesk 800 G6,34.01,100.0,73.38,12.2,54.86,3855,Memory Leak
HP Z2 G8,84.78,42.25,80.74,12.1,52.51,6423,Overheating
Lenovo ThinkCentre M90q,94.94,86.28,81.7,12.27,84.49,6282,Overheating
HP EliteDesk 800 G6,97.62,65.84,101.8,12.12,65.23,1461,Overheating
Dell Precision 3650,64.25,92.8,78.81,11.58,62.81,3048,Memory Leak
Dell Precision 3650,31.32,34.71,44.05,11.96,24.98,2724,No Problem
Lenovo ThinkCentre M90q,97.44,93.68,64.26,11.55,45.59,2527,Memory Leak
Dell Precision 3650,55.61,94.28,58.16,12.03,49.29,2505,Memory Leak
Lenovo ThinkCentre M90q,54.86,77.12,53.36,11.92,94.75,2426,Disk Failure
HP Z2 G8,59.14,42.75,53.05,11.59,88.08,1747,Disk Failure
HP Z2 G8,93.32,63.72,89.07,12.41,76.49,4730,Overheating
Dell OptiPlex 7090,79.72,69.48,78.39,12.1,37.92,4267,Overheating
Dell OptiPlex 7090,66.83,91.49,77.3,12.28,48.05,2498,Memory Leak
HP EliteDesk 800 G6,95.42,69.12,104.55,12.14,55.91,1799,Overheating
Dell OptiPlex 7090,8.83,40.8,30.64,12.02,45.24,1903,No Problem
HP EliteDesk 800 G6,77.28,44.54,88.18,12.0,35.17,1136,Overheating
HP EliteDesk 800 G6,82.23,70.12,86.7,12.42,42.75,4105,Overheating
HP Z2 G8,97.95,45.6,76.75,11.08,23.8,5149,Overheating
HP Z2 G8,27.69,68.57,53.48,11.83,53.12,2963,Disk Failure
HP Z2 G8,59.17,60.63,40.73,12.44,62.16,2491,Disk Failure
Dell Precision 3650,69.72,100.0,83.54,13.0,34.5,2287,Overheating
HP Z2 G8,42.55,84.49,76.9,8.65,37.23,1220,Power Issue
HP Z2 G8,31.12,60.51,45.95,14.36,59.84,2431,Power Issue
Dell Precision 3650,66.81,68.17,58.08,8.84,19.9,4064,Power Issue
HP EliteDesk 800 G6,33.73,65.33,54.04,11.98,48.96,2629,Disk Failure
Lenovo ThinkCentre M90q,63.31,40.11,44.81,12.04,92.61,1216,Disk Failure
HP EliteDesk 800 G6,68.7,42.87,56.27,11.74,100.0,2155,Disk Failure
Lenovo ThinkCentre M90q,41.69,38.39,48.63,12.05,37.94,2551,No Problem
HP Z2 G8,86.07,47.74,85.62,12.47,64.02,4516,Overheating
Dell OptiPlex 7090,40.37,59.52,68.36,11.98,44.49,2055,Disk Failure
Dell OptiPlex 7090,51.1,5.0,51.7,9.62,62.49,2736,Power Issue
HP Z2 G8,38.62,56.6,60.62,11.55,10.55,3106,No Problem
Lenovo ThinkCentre M90q,70.29,68.9,72.0,11.64,60.54,2233,Overheating
Dell Precision 3650,86.51,58.87,110.21,11.74,54.99,4518,Overheating
Lenovo ThinkCentre M90q,85.75,71.22,80.12,11.31,67.95,4416,Overheating
Dell OptiPlex 7090,70.24,43.51,49.86,11.66,49.98,2783,Disk Failure
Lenovo ThinkCentre M90q,50.54,78.67,58.65,11.77,89.51,3042,Disk Failure
Dell OptiPlex 7090,65.36,51.43,91.96,11.35,33.77,1749,Overheating
Dell Precision 3650,45.52,34.66,29.79,12.24,57.72,2172,No Problem
HP Z2 G8,99.31,100.0,83.64,11.0,14.77,5020,Overheating
HP Z2 G8,32.91,51.92,60.51,14.74,31.14,1740,Power Issue
HP EliteDesk 800 G6,70.22,96.68,71.31,12.07,31.96,2007,Memory Leak
Lenovo ThinkCentre M90q,66.94,45.94,66.55,10.59,33.37,2394,Power Issue
HP EliteDesk 800 G6,13.96,60.35,56.1,12.3,89.17,2468,Disk Failure
HP EliteDesk 800 G6,90.16,94.97,77.97,11.67,31.58,2939,Memory Leak
Lenovo ThinkCentre M90q,40.04,100.0,47.74,11.8,49.82,1982,Memory Leak
HP Z2 G8,34.65,89.59,49.92,11.48,35.95,2170,Power Issue
HP EliteDesk 800 G6,63.95,88.58,72.33,12.02,54.15,3288,Memory Leak
HP EliteDesk 800 G6,39.27,54.93,39.46,11.55,50.76,2541,Disk Failure
HP EliteDesk 800 G6,38.28,59.97,68.37,12.13,74.77,2338,Disk Failure
HP EliteDesk 800 G6,49.04,69.86,61.01,9.42,54.73,1498,Power Issue
HP EliteDesk 800 G6,8.65,36.8,63.51,12.32,84.74,2600,Disk Failure
Lenovo ThinkCentre M90q,70.04,78.42,57.05,11.66,85.62,2418,Disk Failure
Lenovo ThinkCentre M90q,85.48,89.81,75.67,12.29,23.59,3294,Memory Leak
Dell OptiPlex 7090,61.33,42.04,57.96,15.32,62.79,1896,Power Issue
Dell OptiPlex 7090,49.31,52.4,39.46,12.43,95.58,3068,Disk Failure
Lenovo ThinkCentre M90q,81.3,100.0,72.73,11.78,30.21,4307,Memory Leak
HP EliteDesk 800 G6,68.36,39.59,54.54,12.33,100.0,2393,Disk Failure
HP EliteDesk 800 G6,54.98,44.21,38.85,14.16,16.33,2820,Power Issue
Lenovo ThinkCentre M90q,27.6,36.98,79.5,15.04,62.46,2671,Power Issue
Dell OptiPlex 7090,24.38,65.38,57.24,12.42,89.14,1601,Disk Failure
HP Z2 G8,61.63,51.97,93.16,12.11,98.0,6608,Overheating
Dell Precision 3650,46.74,34.78,41.92,11.47,52.55,1507,No Problem
HP EliteDesk 800 G6,40.06,47.85,59.18,12.42,49.3,2513,Disk Failure
Dell Precision 3650,71.53,54.46,91.3,11.73,42.6,6113,Overheating
Dell Precision 3650,60.42,84.29,69.73,12.04,36.69,2480,Memory Leak
Lenovo ThinkCentre M90q,62.74,100.0,69.94,12.03,32.76,4070,Memory Leak
HP Z2 G8,100.0,84.75,91.85,12.17,45.35,4381,Overheating
HP EliteDesk 800 G6,75.0,44.09,57.3,13.53,99.0,3036,Power Issue
Lenovo ThinkCentre M90q,47.29,53.7,77.06,8.1,35.54,2055,Power Issue
Dell OptiPlex 7090,8.65,57.39,38.74,11.86,35.87,2458,No Problem
Lenovo ThinkCentre M90q,43.31,13.62,47.81,11.73,38.62,2253,No Problem
HP Z2 G8,40.0,8.0,58.92,11.97,71.81,3389,Disk Failure
Dell Precision 3650,81.53,85.09,102.67,11.58,46.12,4614,Overheating
Dell OptiPlex 7090,44.68,59.2,105.36,12.48,62.56,3262,Overheating
Lenovo ThinkCentre M90q,81.65,21.57,90.21,12.25,31.78,1371,Overheating
HP Z2 G8,57.45,63.42,69.63,12.34,65.6,1772,Disk Failure
Dell OptiPlex 7090,21.34,69.48,51.07,11.57,57.47,3092,Disk Failure
HP Z2 G8,55.4,86.25,58.29,12.03,59.26,3071,Memory Leak
HP EliteDesk 800 G6,33.83,44.22,64.06,12.29,65.67,2205,Disk Failure
HP EliteDesk 800 G6,59.03,66.82,112.11,11.45,46.91,1318,Overheating
Lenovo ThinkCentre M90q,52.77,30.01,58.3,14.49,25.46,3767,Power Issue
HP Z2 G8,38.53,51.8,40.12,11.84,50.57,2269,No Problem
Dell OptiPlex 7090,55.44,40.52,60.72,11.87,71.39,2386,No Problem
Dell Precision 3650,39.73,57.59,63.43,12.03,97.11,2404,Disk Failure
Lenovo ThinkCentre M90q,62.02,81.23,49.48,12.36,32.35,3876,Memory Leak
HP Z2 G8,23.84,79.71,59.84,12.18,84.1,2834,Disk Failure
HP Z2 G8,69.16,95.06,84.5,12.43,74.64,4349,Overheating
Dell OptiPlex 7090,92.08,61.51,93.1,11.99,67.42,6285,Overheating
HP Z2 G8,58.74,11.81,63.36,14.89,71.04,1610,Power Issue
Dell Precision 3650,11.55,14.84,43.33,12.0,47.07,1607,No Problem
Lenovo ThinkCentre M90q,56.13,100.0,76.26,11.76,44.34,2938,Memory Leak
HP Z2 G8,89.21,9.11,78.67,13.48,63.86,2616,Power Issue
Dell Precision 3650,56.68,28.47,56.63,10.62,37.3,4004,Power Issue
Lenovo ThinkCentre M90q,29.7,98.0,50.66,7.37,10.91,4071,Power Issue
HP Z2 G8,32.72,24.69,48.27,10.15,72.29,1633,Power Issue
HP EliteDesk 800 G6,79.32,44.84,85.34,11.8,59.28,1181,Overheating
Dell Precision 3650,46.24,32.67,58.09,11.4,19.06,1194,No Problem
Dell Precision 3650,40.94,56.44,55.85,12.11,87.65,3025,Disk Failure
HP Z2 G8,25.48,54.15,53.02,12.21,57.45,3182,Disk Failure
HP EliteDesk 800 G6,38.94,22.46,46.26,12.37,9.29,1745,No Problem
Lenovo ThinkCentre M90q,70.98,89.76,87.26,11.56,43.27,3674,Memory Leak
HP Z2 G8,15.05,40.01,50.39,11.75,45.47,3799,Power Issue
Dell OptiPlex 7090,58.83,67.41,91.1,11.92,15.06,4823,Overheating
Lenovo ThinkCentre M90q,44.56,65.42,39.4,12.01,17.05,2641,No Problem
HP EliteDesk 800 G6,47.44,22.84,53.21,12.04,38.62,2209,No Problem
HP EliteDesk 800 G6,21.38,29.17,59.08,12.37,100.0,2962,Disk Failure
Lenovo ThinkCentre M90q,86.0,67.76,98.14,12.05,76.11,6362,Overheating
Lenovo ThinkCentre M90q,27.81,21.35,53.12,12.0,47.54,1584,No Problem
HP EliteDesk 800 G6,65.68,77.09,58.85,13.64,21.97,1275,Power Issue
Lenovo ThinkCentre M90q,21.92,30.34,49.97,15.46,42.17,2026,Power Issue
HP EliteDesk 800 G6,44.34,50.68,55.06,13.5,70.75,2451,Power Issue
HP EliteDesk 800 G6,66.57,49.87,68.37,11.98,92.27,2560,Disk Failure
Dell OptiPlex 7090,64.7,100.0,81.02,12.56,75.26,3751,Memory Leak
Dell Precision 3650,61.93,69.35,65.77,11.22,94.75,2649,Disk Failure
HP EliteDesk 800 G6,45.18,71.45,67.75,11.65,53.13,2263,Disk Failure
Dell OptiPlex 7090,22.32,75.64,48.73,11.7,34.12,2251,No Problem
Lenovo ThinkCentre M90q,37.85,30.17,46.76,12.46,88.16,2583,Disk Failure
Dell OptiPlex 7090,90.05,79.2,85.26,11.88,39.99,1431,Overheating
Lenovo ThinkCentre M90q,64.29,90.07,51.15,12.06,35.25,3688,Memory Leak
Lenovo ThinkCentre M90q,50.03,61.15,44.89,12.31,29.65,2701,No Problem
HP Z2 G8,3.0,32.5,62.66,14.04,29.59,3304,Power Issue
HP EliteDesk 800 G6,55.88,85.28,74.32,11.88,69.81,3787,Memory Leak
Lenovo ThinkCentre M90q,34.24,46.12,43.56,11.97,85.21,3340,Disk Failure
Dell Precision 3650,76.34,76.51,85.62,12.1,77.27,2376,Memory Leak
HP EliteDesk 800 G6,82.95,87.94,80.67,12.16,19.19,2989,Memory Leak
HP EliteDesk 800 G6,40.45,63.53,50.77,11.77,69.7,2672,No Problem
Dell Precision 3650,33.51,39.29,57.15,12.12,50.51,2774,Power Issue
Dell OptiPlex 7090,29.78,41.12,44.67,12.36,100.0,2466,Disk Failure
Lenovo ThinkCentre M90q,35.0,67.23,52.75,12.6,36.8,2546,No Problem
Dell Precision 3650,49.48,82.3,68.9,12.24,62.91,3301,Memory Leak
HP Z2 G8,57.71,76.81,41.44,11.8,84.46,3177,Disk Failure
Dell Precision 3650,46.55,9.19,54.7,9.37,38.02,2019,Power Issue
Dell OptiPlex 7090,81.25,85.94,86.82,11.47,46.43,5207,Overheating
HP Z2 G8,86.57,33.86,80.06,12.11,38.16,4877,Overheating
HP Z2 G8,56.87,50.26,55.46,12.0,84.93,2305,Disk Failure
Dell OptiPlex 7090,12.77,30.72,44.65,11.8,28.78,1982,No Problem
Dell OptiPlex 7090,54.82,25.4,78.77,7.98,32.4,2395,Power Issue
Dell OptiPlex 7090,48.93,96.27,54.28,12.01,70.15,2459,Memory Leak
Lenovo ThinkCentre M90q,61.77,29.08,55.76,12.17,100.0,2386,Disk Failure
HP EliteDesk 800 G6,77.4,96.77,75.94,11.87,41.21,3635,Memory Leak
Dell OptiPlex 7090,40.44,58.62,56.3,11.79,79.71,3106,Disk Failure
